abu baham,26.2075,50.5441667
abu mahir,26.2444444,50.6191667
abu saibi,26.2175,50.5069444
ad dayr,26.2841667,50.6236111
ad diraz,26.2180556,50.4705556
ad dur,25.9786111,50.615
ain-ad-dar,26.2166667,50.5333333
al adliyah,26.2172222,50.5405556
al akr,26.1430556,50.6102778
al amar,25.9883333,50.5283333
al askar,26.0572222,50.6163889
al awali,26.0844444,50.5505556
al bidah,26.2252778,50.5372222
al buday,26.2130556,50.45
al busaytin,26.2694444,50.6077778
al-djasra,26.1622222,50.4491667
al-djufayr,26.2105556,50.6116667
al ghurayfah,26.2077778,50.6025
al hadd,26.2455556,50.6541667
al hajar,26.2111111,50.5138889
al hamalah,26.1433333,50.4594444
al hujayr,26.1833333,50.55
ali,26.1619444,50.5163889
al jabalah,26.2230556,50.5497222
al janabiyah,26.19,50.4677778
al jubaylat,26.1819444,50.5533333
al-kharidjiyya,26.1636111,50.6047222
al maamir,26.1333333,50.6086111
al mahuz,26.2122222,50.5888889
al malikiyah,26.0980556,50.4866667
al mamtalah,25.9241667,50.5194444
al manama,26.2361111,50.5830556
al markh,26.2102778,50.4733333
al-muharrak,26.2572222,50.6119444
al muqsha,26.2197222,50.5230556
al musalla,26.2122222,50.5372222
al muwaylighah,26.2066667,50.5588889
al qadam,26.2155556,50.5191667
al qalah,25.9808333,50.5305556
al qaryah,26.1722222,50.6105556
al qurayyah,26.1972222,50.4627778
al-rifa al gharbi,26.1327778,50.5202778
al-rifa al-shamali,26.1375,50.5511111
al-rifa al-sharki,26.1238889,50.5736111
al-rumaytha,25.9238889,50.5530556
al-shakhura,26.2147222,50.5069444
al wasmiyah,26.0211111,50.475
al-zallak,26.0475,50.4863889
an nuwaydirat,26.1347222,50.5975
arad,26.2561111,50.6322222
ar rifa,26.13,50.555
ar ruqah,26.2333333,50.5
as sahlah al fawqiyah,26.2055556,50.5305556
as sahlat al hadriyah,26.2016667,50.5358333
as sakhir,26.0625,50.5272222
as salihiyah,26.2155556,50.55
as sanabis,26.2272222,50.5508333
az zimmah,26.2552778,50.6469444
az zinj,26.2152778,50.5641667
bani jamrah,26.2097222,50.4597222
barbar,26.2294444,50.4808333
bilad al-kadim,26.2116667,50.5619444
bu ashira,26.2077778,50.5772222
bukuwa,26.2047222,50.52
buri,26.1513889,50.4975
dar chulaib,26.0686111,50.5038889
djannusan,26.2305556,50.4947222
djaww,25.9986111,50.6166667
djidd hafs,26.2186111,50.5477778
dumistan,26.1263889,50.4811111
galali,26.2733333,50.6502778
halah,26.1733333,50.6213889
halat-al-khalaifat,26.25,50.6333333
halat al naim,26.2388889,50.6352778
halat al-salata,26.2427778,50.6386111
halat as-saud,26.1166667,50.6333333
hamad town,26.1152778,50.5069444
hillah,26.2213889,50.5166667
hillat as suq,26.2,50.55
huwais,26.1666667,50.5
isa,26.1736111,50.5477778
jabalat habashi,26.2172222,50.5275
jasairah,25.8833333,50.6
jidd ali,26.1791667,50.5602778
jurdab,26.1694444,50.5752778
kaflan,26.1833333,50.5833333
karanah,26.2291667,50.5094444
karbabad,26.2302778,50.5294444
kariya,26.1827778,50.5836111
karrzakkan,26.1155556,50.4819444
kawarah,26.1833333,50.5666667
kubait,26.2,50.5166667
mahazzah,26.1694444,50.6261111
makaba,26.2108333,50.4875
mani,26.2166667,50.55
markuban,26.1641667,50.6183333
marwazan,26.2213889,50.5438889
raiya,26.2833333,50.6333333
sadad,26.0827778,50.4897222
safiah,26.105,50.5386111
salambad,26.1830556,50.5247222
samahidj,26.28,50.635
sanad,26.1502778,50.5819444
sar,26.1941667,50.4819444
shaharakkan,26.0752778,50.5013889
sitrah,26.1547222,50.6205556
sufalah,26.1627778,50.6255556
tashshan,26.2113889,50.5461111
tubli,26.1869444,50.5494444
um el shajar,26.2283333,50.6558333
umm al hassam,26.2025,50.5919444
umm ash shalum,26.2166667,50.5833333
umm jidr,26.0111111,50.5261111
wadiyah,26.1591667,50.6111111
