10th mile bazaar,1.433333,110.316667
15th mile bazaar,1.383333,110.366667
17th mile bazaar,1.366667,110.4
19th mile bazaar,1.333333,110.4
24th mile bazaar,1.283333,110.433333
32nd mile bazaar,1.233333,110.516667
7th mile bazaar,1.466667,110.316667
abai,5.6869,118.3847
abbey village,2.3974,102.493
abi,6.483333,100.2
abi lubok gajah,6.518439,100.2072
abi padang melangit,6.505047,100.209609
abok,1.083333,111.016667
a central village,2.8591,102.5217
adjan,2.183333,113.2
agan,6.1086,117.1185
aging,1.666667,111.8
agis,4.616667,116.45
agodun,5.352,116.1225
ahang,4.45,116.233333
air bagi,5.32918,100.267889
air hangat,6.420623,99.821992
air hitam,1.915,103.1808
air hitam,6.240861,100.25352
air hitam,2.9396,102.3968
air jernih,4.408,103.404
air keruh,2.2654,102.2801
air kuning,4.183333,101.15
air kuning selatar,2.5085,102.4799
air molek,2.2028,102.3172
air putih,5.368575,100.224912
ajam bagan,5.45,100.366667
ajau,1.483333,111.566667
ajil,5.0829,103.0857
ajong,1.45,111.633333
aka,5.9622,116.6605
alab,5.333333,116.533333
alma,5.331847,100.484416
aloi lubok,6.083333,100.433333
alor bungga sena,6.033333,100.466667
alor gajah,2.3804,102.2089
alor janggus,6.173856,100.311556
alor lanchang,6.45,100.233333
alor limbat,5.1939,103.0735
alor lintah,5.758036,102.533569
alor nibong,5.766667,102.466667
alor pak ngah,6.084194,100.462027
alor pongsu,5.033333,100.583333
alor pulai,6.289944,100.200712
alor sena,6.49846,100.225466
alor setar,6.121045,100.360137
alor tampang,6.516667,100.233333
alu,6.7174,117.0906
alur temesu,5.0177,103.2982
ambas,1.616667,111.466667
ambatuan,5.5,115.933333
amboi,5.116667,115.916667
ambong,6.3058,116.3279
ambual,5.3734,116.2289
ampang,3.9,103.083333
ampang,3.15,101.766667
ampangan,2.7263,101.9655
ampang bahru,4.5869,101.1311
ampang resettlement,3.133333,101.766667
ampungan,1.166667,110.6
anak ayer kepong,2.2327,102.3859
anak ayer temarau,2.5806,102.1691
anampoi,4.616667,115.766667
anantai,4.4,116.3
andus,5.683333,115.9
angkawit,5.683333,115.933333
anglo,4.7,116.25
angsam,5.469321,115.776222
ansapul,4.833333,116.216667
ansip,5.2811,116.1251
ansub,4.466667,116.116667
antaih,1.733333,112.233333
antayan,1.066667,110.683333
antek,1.316667,111.316667
anteliban,5.516667,117.033333
apeng,1.083333,111.05
api,5.016667,115.9
apin apin,5.471536,116.266539
api rokok,4.55,103.433333
ara kuda,5.436662,100.51724
arang,3.316667,101.466667
arang arang anchorage,2.5228,101.7959
ara rendang,5.488963,100.456044
arau,6.432686,100.268933
aro kangan,3.484746,115.204464
arongan,4.3724,117.8585
aru bahru,4.9965,115.5593
aru tangong,5.9569,116.0528
asahan,2.3948,102.5435
asam kumbang,4.239689,100.899134
astana raja,2.508,102.1161
asun,6.333333,100.333333
atas,4.6705,118.2548
